Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status,Visitor Goalie,Home Goalie,O/U,Over,Under,Away ML,Home ML,Home PL Spread,PL Away,PL Home
2025-10-26,6:00 PM,8:00 PM,New York Rangers,1,Calgary Flames,5,Regulation,Igor Shesterkin,Dustin Wolf,5.5,-105,-115,-130,110,1.5,200,-245
2025-10-26,8:00 PM,10:00 PM,Edmonton Oilers,3,Vancouver Canucks,4,OT,Calvin Pickard,Thatcher Demko,6,-110,-110,-160,135,1.5,165,-200
2025-10-27,5:00 PM,7:00 PM,St. Louis Blues,3,Pittsburgh Penguins,6,Regulation,Joel Hofer,Tristan Jarry,6,-115,-105,-120,100,1.5,205,-250
2025-10-27,5:30 PM,7:30 PM,Boston Bruins,2,Ottawa Senators,7,Regulation,Jeremy Swayman,Leevi Meriläinen,6,-115,-105,145,-170,-1.5,-180,150
2025-10-28,4:00 PM,6:00 PM,Pittsburgh Penguins,2,Philadelphia Flyers,3,SO,Arturs Silovs,Samuel Ersson,6,-115,-105,150,-180,-1.5,-180,150
2025-10-28,4:00 PM,6:00 PM,Calgary Flames,3,Toronto Maple Leafs,4,Regulation,Dustin Wolf,Anthony Stolarz,5.5,-130,110,150,-180,-1.5,-170,145
2025-10-28,4:30 PM,6:30 PM,Vegas Golden Knights,6,Carolina Hurricanes,3,Regulation,Akira Schmid,Frederik Andersen,6,-115,-105,125,-150,-1.5,-200,165
2025-10-28,4:45 PM,6:45 PM,Columbus Blue Jackets,4,Buffalo Sabres,3,OT,Jet Greaves,Alex Lyon,6.5,-110,-110,-105,-115,-1.5,-250,205
2025-10-28,5:00 PM,7:00 PM,Anaheim Ducks,3,Florida Panthers,2,SO,Lukas Dostal,Daniil Tarasov,6.5,100,-120,155,-185,-1.5,-160,135
2025-10-28,5:15 PM,7:15 PM,New York Islanders,2,Boston Bruins,5,Regulation,Ilya Sorokin,Joonas Korpisalo,6.5,-105,-115,-150,125,1.5,165,-200
2025-10-28,5:45 PM,7:45 PM,Tampa Bay Lightning,5,Nashville Predators,2,Regulation,Andrei Vasilevskiy,Juuse Saros,6,100,-120,-180,150,1.5,150,-180
2025-10-28,6:00 PM,8:00 PM,Winnipeg Jets,4,Minnesota Wild,3,OT,Connor Hellebuyck,Filip Gustavsson,6,-105,-115,-110,-110,1.5,220,-270
2025-10-28,6:15 PM,8:15 PM,Detroit Red Wings,5,St. Louis Blues,2,Regulation,John Gibson,Jordan Binnington,6,-105,-115,-110,-110,1.5,220,-270
2025-10-28,6:30 PM,8:30 PM,Washington Capitals,0,Dallas Stars,1,Regulation,Logan Thompson,Jake Oettinger,5.5,-120,100,110,-130,-1.5,-245,200
2025-10-28,6:45 PM,8:45 PM,Ottawa Senators,3,Chicago Blackhawks,7,Regulation,Linus Ullmark,Spencer Knight,6,-105,-115,-140,120,1.5,180,-220
2025-10-28,7:00 PM,9:00 PM,New Jersey Devils,4,Colorado Avalanche,8,Regulation,Jacob Markstrom,Scott Wedgewood,6,-115,-105,150,-180,-1.5,-180,150
2025-10-28,7:30 PM,9:30 PM,Utah Mammoth,3,Edmonton Oilers,6,Regulation,Karel Vejmelka,Stuart Skinner,6,-115,-105,125,-150,-1.5,-200,165
2025-10-28,8:00 PM,10:00 PM,New York Rangers,2,Vancouver Canucks,0,Regulation,Jonathan Quick,Thatcher Demko,5.5,-120,100,-120,100,1.5,205,-250
2025-10-28,8:30 PM,10:30 PM,Montreal Canadiens,4,Seattle Kraken,3,OT,Jakub Dobes,Joey Daccord,5.5,-120,100,-125,105,1.5,200,-245
2025-10-28,9:00 PM,11:00 PM,Los Angeles Kings,4,San Jose Sharks,3,Regulation,Darcy Kuemper,Yaroslav Askarov,6,-110,-110,-205,170,1.5,120,-140
2025-10-29,5:30 PM,7:30 PM,Toronto Maple Leafs,3,Columbus Blue Jackets,6,Regulation,Cayden Primeau,Elvis Merzlikins,6.5,-125,105,100,-120,-1.5,-250,205
2025-10-30,5:00 PM,7:00 PM,Buffalo Sabres,3,Boston Bruins,4,OT,Alex Lyon,Joonas Korpisalo,6.5,-105,-115,-135,115,1.5,185,-225
2025-10-30,5:00 PM,7:00 PM,Calgary Flames,3,Ottawa Senators,4,SO,Devin Cooley,Linus Ullmark,6,-115,-105,145,-170,-1.5,-180,150
2025-10-30,5:00 PM,7:00 PM,Dallas Stars,1,Tampa Bay Lightning,2,OT,Jake Oettinger,Andrei Vasilevskiy,6,-105,-115,125,-150,-1.5,-200,165
2025-10-30,5:00 PM,7:00 PM,Nashville Predators,1,Philadelphia Flyers,4,Regulation,Juuse Saros,Dan Vladar,5.5,-115,-105,130,-155,-1.5,-210,175
2025-10-30,5:30 PM,7:30 PM,New York Islanders,2,Carolina Hurricanes,6,Regulation,David Rittich,Brandon Bussi,6.5,-120,100,185,-225,-1.5,-130,110
2025-10-30,6:00 PM,8:00 PM,Vancouver Canucks,4,St. Louis Blues,3,SO,Kevin Lankinen,Jordan Binnington,6,100,-120,140,-165,-1.5,-190,160
2025-10-30,6:00 PM,8:00 PM,Pittsburgh Penguins,4,Minnesota Wild,1,Regulation,Tristan Jarry,Filip Gustavsson,6.5,-120,100,145,-170,-1.5,-180,150
2025-10-30,6:00 PM,8:00 PM,Chicago Blackhawks,3,Winnipeg Jets,6,Regulation,Spencer Knight,Connor Hellebuyck,6,-105,-115,170,-205,-1.5,-155,130
2025-10-30,7:00 PM,9:00 PM,New York Rangers,4,Edmonton Oilers,3,OT,Igor Shesterkin,Stuart Skinner,5.5,-120,100,130,-155,-1.5,-190,160
2025-10-30,8:00 PM,10:00 PM,New Jersey Devils,2,San Jose Sharks,5,Regulation,Jake Allen,Alex Nedeljkovic,6.5,-115,-105,-220,180,1.5,115,-135
2025-10-30,8:30 PM,10:30 PM,Detroit Red Wings,4,Los Angeles Kings,3,SO,Cam Talbot,Darcy Kuemper,5.5,-115,-105,130,-155,-1.5,-205,170
2025-10-31,2:00 PM,4:00 PM,Colorado Avalanche,4,Vegas Golden Knights,2,Regulation,Scott Wedgewood,Carl Lindbom,6.5,-110,-110,-135,115,1.5,185,-225
2025-10-31,5:00 PM,7:00 PM,New York Islanders,3,Washington Capitals,1,Regulation,Ilya Sorokin,Logan Thompson,6,-120,100,190,-230,-1.5,-130,110
2025-10-31,8:00 PM,10:00 PM,Detroit Red Wings,2,Anaheim Ducks,5,Regulation,John Gibson,Lukas Dostal,6.5,-110,-110,110,-130,-1.5,-230,190
2025-11-01,11:00 AM,1:00 PM,Carolina Hurricanes,1,Boston Bruins,2,Regulation,Frederik Andersen,Jeremy Swayman,6.5,-110,-110,-200,165,1.5,125,-150
2025-11-01,1:00 PM,3:00 PM,Pittsburgh Penguins,2,Winnipeg Jets,5,Regulation,Arturs Silovs,Eric Comrie,6.5,100,-120,140,-165,-1.5,-180,150
2025-11-01,1:30 PM,3:30 PM,Calgary Flames,2,Nashville Predators,4,Regulation,Dustin Wolf,Juuse Saros,5.5,-115,-105,-105,-115,-1.5,-260,210
2025-11-01,2:00 PM,4:00 PM,Colorado Avalanche,2,San Jose Sharks,3,OT,Mackenzie Blackwood,Yaroslav Askarov,6.5,-125,105,-250,205,1.5,100,-120
2025-11-01,4:00 PM,6:00 PM,Dallas Stars,3,Florida Panthers,4,SO,Casey DeSmith,Sergei Bobrovsky,5.5,-105,-115,120,-140,-1.5,-210,175
2025-11-01,5:00 PM,7:00 PM,Washington Capitals,3,Buffalo Sabres,4,SO,Charlie Lindgren,Ukko-Pekka Luukkonen,6.5,-105,-115,110,-130,-1.5,-240,195
2025-11-01,5:00 PM,7:00 PM,Ottawa Senators,3,Montreal Canadiens,4,OT,Linus Ullmark,Samuel Montembeault,6,-115,-105,-110,-110,-1.5,-270,220
2025-11-01,5:00 PM,7:00 PM,Toronto Maple Leafs,5,Philadelphia Flyers,2,Regulation,Anthony Stolarz,Dan Vladar,5.5,-120,100,-120,100,1.5,210,-260
2025-11-01,5:00 PM,7:00 PM,St. Louis Blues,2,Columbus Blue Jackets,3,Regulation,Joel Hofer,Jet Greaves,6.5,-110,-110,125,-150,-1.5,-200,165
2025-11-01,5:00 PM,7:00 PM,Vancouver Canucks,2,Minnesota Wild,5,Regulation,Thatcher Demko,Filip Gustavsson,6,100,-120,150,-180,-1.5,-170,145
2025-11-01,7:00 PM,9:00 PM,New Jersey Devils,4,Los Angeles Kings,1,Regulation,Jacob Markstrom,Darcy Kuemper,6,-110,-110,100,-120,-1.5,-260,210
2025-11-01,8:00 PM,10:00 PM,Chicago Blackhawks,2,Edmonton Oilers,3,OT,Spencer Knight,Stuart Skinner,6.5,100,-120,240,-300,-1.5,-105,-115
2025-11-01,8:00 PM,10:00 PM,New York Rangers,3,Seattle Kraken,2,OT,Igor Shesterkin,Joey Daccord,5.5,100,-120,-140,120,1.5,180,-220
2025-11-02,2:30 PM,3:30 PM,Tampa Bay Lightning,4,Utah Mammoth,2,Regulation,Jonas Johansson,Karel Vejmelka,6,-110,-110,-110,-110,1.5,220,-270
2025-11-02,4:00 PM,5:00 PM,Columbus Blue Jackets,2,New York Islanders,3,Regulation,Elvis Merzlikins,David Rittich,6.5,-130,110,105,-125,-1.5,-220,180
2025-11-02,6:00 PM,7:00 PM,Calgary Flames,2,Philadelphia Flyers,1,Regulation,Dustin Wolf,Aleksei Kolosov,5.5,-120,100,100,-120,-1.5,-240,195
2025-11-02,7:00 PM,8:00 PM,New Jersey Devils,1,Anaheim Ducks,4,Regulation,Jake Allen,Lukas Dostal,6.5,-110,-110,-125,105,1.5,185,-225
2025-11-02,7:00 PM,8:00 PM,Detroit Red Wings,3,San Jose Sharks,2,SO,Cam Talbot,Alex Nedeljkovic,6.5,-120,100,-200,165,1.5,120,-140
2025-11-03,6:30 PM,7:30 PM,Pittsburgh Penguins,3,Toronto Maple Leafs,4,Regulation,Tristan Jarry,Anthony Stolarz,6.5,-120,100,155,-185,-1.5,-160,135
2025-11-03,7:30 PM,8:30 PM,Edmonton Oilers,2,St. Louis Blues,3,Regulation,Calvin Pickard,Jordan Binnington,6,-125,105,-125,105,1.5,185,-225
2025-11-03,7:30 PM,8:30 PM,Vancouver Canucks,5,Nashville Predators,4,OT,Thatcher Demko,Juuse Saros,5.5,-115,-105,-105,-115,-1.5,-270,220
2025-11-03,9:00 PM,10:00 PM,Chicago Blackhawks,1,Seattle Kraken,3,Regulation,Arvid Soderblom,Joey Daccord,6,-105,-115,130,-155,-1.5,-200,165
2025-11-04,6:00 PM,7:00 PM,Utah Mammoth,2,Buffalo Sabres,1,OT,Karel Vejmelka,Alex Lyon,6.5,-105,-115,-135,115,1.5,180,-220
2025-11-04,6:00 PM,7:00 PM,Philadelphia Flyers,5,Montreal Canadiens,4,SO,Dan Vladar,Samuel Montembeault,5.5,-110,-110,135,-160,-1.5,-190,160
2025-11-04,6:00 PM,7:00 PM,Boston Bruins,4,New York Islanders,3,SO,Jeremy Swayman,Ilya Sorokin,6,-115,-105,145,-170,-1.5,-180,150
2025-11-04,6:00 PM,7:00 PM,Carolina Hurricanes,3,New York Rangers,0,Regulation,Pyotr Kochetkov,Igor Shesterkin,5.5,-125,105,-115,-105,1.5,210,-260
2025-11-04,7:00 PM,8:00 PM,Edmonton Oilers,3,Dallas Stars,4,SO,Stuart Skinner,Casey DeSmith,6,100,-120,105,-125,-1.5,-245,200
2025-11-04,7:00 PM,8:00 PM,Nashville Predators,2,Minnesota Wild,3,OT,Justus Annunen,Filip Gustavsson,6.5,100,-120,175,-210,-1.5,-135,115
2025-11-04,8:30 PM,9:30 PM,Tampa Bay Lightning,2,Colorado Avalanche,3,Regulation,Andrei Vasilevskiy,Scott Wedgewood,6,-115,-105,120,-140,-1.5,-210,175
2025-11-04,9:00 PM,10:00 PM,Detroit Red Wings,0,Vegas Golden Knights,1,Regulation,John Gibson,Akira Schmid,6,-120,100,160,-190,-1.5,-155,130
2025-11-04,9:00 PM,10:00 PM,Florida Panthers,3,Anaheim Ducks,7,Regulation,Sergei Bobrovsky,Lukas Dostal,6,-110,-110,-160,135,1.5,160,-190
2025-11-04,9:30 PM,10:30 PM,Winnipeg Jets,0,Los Angeles Kings,3,Regulation,Connor Hellebuyck,Darcy Kuemper,5.5,-115,-105,115,-135,-1.5,-240,195
2025-11-05,6:00 PM,7:00 PM,Utah Mammoth,3,Toronto Maple Leafs,5,Regulation,Vitek Vanecek,Anthony Stolarz,6.5,-105,-115,130,-155,-1.5,-190,160
2025-11-05,6:30 PM,7:30 PM,St. Louis Blues,1,Washington Capitals,6,Regulation,Jordan Binnington,Logan Thompson,5.5,-105,-115,125,-150,-1.5,-210,175
2025-11-05,8:30 PM,9:30 PM,Columbus Blue Jackets,1,Calgary Flames,5,Regulation,Jet Greaves,Dustin Wolf,6,-110,-110,-105,-115,-1.5,-270,220
2025-11-05,9:00 PM,10:00 PM,Chicago Blackhawks,5,Vancouver Canucks,2,Regulation,Spencer Knight,Kevin Lankinen,6,-110,-110,130,-155,-1.5,-190,160
2025-11-05,9:00 PM,10:00 PM,San Jose Sharks,6,Seattle Kraken,1,Regulation,Yaroslav Askarov,Joey Daccord,6,-120,100,140,-165,-1.5,-185,155
2025-11-06,6:00 PM,7:00 PM,Ottawa Senators,2,Boston Bruins,3,OT,Linus Ullmark,Joonas Korpisalo,6,-110,-110,-160,135,1.5,160,-190
2025-11-06,6:00 PM,7:00 PM,St. Louis Blues,3,Buffalo Sabres,0,Regulation,Joel Hofer,Ukko-Pekka Luukkonen,6.5,100,-120,120,-140,-1.5,-220,180
2025-11-06,6:00 PM,7:00 PM,Montreal Canadiens,3,New Jersey Devils,4,OT,Jakub Dobes,Jacob Markstrom,6,-115,-105,120,-140,-1.5,-205,170
2025-11-06,6:00 PM,7:00 PM,Minnesota Wild,3,Carolina Hurricanes,4,Regulation,Filip Gustavsson,Frederik Andersen,6.5,100,-120,170,-205,-1.5,-150,125
2025-11-06,6:30 PM,7:30 PM,Washington Capitals,3,Pittsburgh Penguins,5,Regulation,Charlie Lindgren,Arturs Silovs,6.5,100,-120,-110,-110,1.5,210,-260
2025-11-06,7:00 PM,8:00 PM,Philadelphia Flyers,3,Nashville Predators,1,Regulation,Dan Vladar,Juuse Saros,5.5,-110,-110,110,-130,-1.5,-250,205
2025-11-06,7:00 PM,8:00 PM,Anaheim Ducks,7,Dallas Stars,5,Regulation,Lukas Dostal,Jake Oettinger,6.5,100,-120,150,-180,-1.5,-165,140
2025-11-06,9:00 PM,10:00 PM,Tampa Bay Lightning,6,Vegas Golden Knights,3,Regulation,Andrei Vasilevskiy,Carl Lindbom,6,-105,-115,100,-120,-1.5,-245,200
2025-11-06,9:00 PM,10:00 PM,Florida Panthers,5,Los Angeles Kings,2,Regulation,Sergei Bobrovsky,Anton Forsberg,5.5,100,-120,-110,-110,-1.5,-275,225
2025-11-07,6:00 PM,7:00 PM,New York Rangers,4,Detroit Red Wings,1,Regulation,Jonathan Quick,Cam Talbot,6,-110,-110,100,-120,-1.5,-250,205
2025-11-07,6:00 PM,7:00 PM,Minnesota Wild,5,New York Islanders,2,Regulation,Jesper Wallstedt,David Rittich,6.5,-120,100,140,-165,-1.5,-200,165
2025-11-07,8:00 PM,9:00 PM,Chicago Blackhawks,4,Calgary Flames,0,Regulation,Spencer Knight,Dustin Wolf,6,-110,-110,125,-150,-1.5,-200,165
2025-11-07,9:00 PM,10:00 PM,Winnipeg Jets,1,San Jose Sharks,2,Regulation,Connor Hellebuyck,Alex Nedeljkovic,6.5,100,-120,-200,165,1.5,130,-155
2025-11-08,11:30 AM,12:30 PM,Pittsburgh Penguins,1,New Jersey Devils,2,SO,Arturs Silovs,Jake Allen,6.5,-110,-110,145,-170,-1.5,-165,140
2025-11-08,12:00 PM,1:00 PM,Ottawa Senators,3,Philadelphia Flyers,2,OT,Linus Ullmark,Samuel Ersson,5.5,-105,-115,-120,100,1.5,210,-260
2025-11-08,2:30 PM,3:30 PM,Dallas Stars,5,Nashville Predators,4,Regulation,Jake Oettinger,Justus Annunen,5.5,-130,110,-160,135,1.5,165,-200
2025-11-08,6:00 PM,7:00 PM,Boston Bruins,5,Toronto Maple Leafs,3,Regulation,Jeremy Swayman,Anthony Stolarz,6,-105,-115,165,-200,-1.5,-155,130
2025-11-08,6:00 PM,7:00 PM,Utah Mammoth,2,Montreal Canadiens,6,Regulation,Karel Vejmelka,Samuel Montembeault,6,-110,-110,-130,110,1.5,205,-250
2025-11-08,6:00 PM,7:00 PM,Washington Capitals,2,Tampa Bay Lightning,3,Regulation,Logan Thompson,Andrei Vasilevskiy,6,-105,-115,125,-150,-1.5,-205,170
2025-11-08,6:00 PM,7:00 PM,New York Islanders,5,New York Rangers,0,Regulation,Ilya Sorokin,Igor Shesterkin,6,-105,-115,135,-160,-1.5,-190,160
2025-11-08,6:00 PM,7:00 PM,Buffalo Sabres,3,Carolina Hurricanes,6,Regulation,Alex Lyon,Pyotr Kochetkov,6.5,-120,100,200,-245,-1.5,-125,105
2025-11-08,6:00 PM,7:00 PM,Seattle Kraken,4,St. Louis Blues,3,OT,Philipp Grubauer,Joel Hofer,5.5,-130,110,145,-170,-1.5,-185,155
2025-11-08,9:00 PM,10:00 PM,Colorado Avalanche,9,Edmonton Oilers,1,Regulation,Scott Wedgewood,Stuart Skinner,6.5,-105,-115,-125,105,1.5,200,-245
2025-11-08,9:00 PM,10:00 PM,Columbus Blue Jackets,3,Vancouver Canucks,4,Regulation,Elvis Merzlikins,Kevin Lankinen,6.5,-110,-110,-105,-115,-1.5,-260,210
2025-11-08,9:00 PM,10:00 PM,Anaheim Ducks,4,Vegas Golden Knights,3,OT,Petr Mrazek,Akira Schmid,6.5,-140,120,190,-230,-1.5,-135,115
2025-11-08,9:00 PM,10:00 PM,Florida Panthers,1,San Jose Sharks,3,Regulation,Daniil Tarasov,Yaroslav Askarov,6.5,100,-120,-260,210,1.5,-105,-115
2025-11-09,12:00 PM,1:00 PM,Chicago Blackhawks,5,Detroit Red Wings,1,Regulation,Arvid Soderblom,John Gibson,6,-110,-110,155,-185,-1.5,-165,140
2025-11-09,1:00 PM,2:00 PM,Los Angeles Kings,3,Pittsburgh Penguins,2,Regulation,Darcy Kuemper,Sergei Murashov,6,-115,-105,-165,140,1.5,160,-190
2025-11-09,6:00 PM,7:00 PM,Carolina Hurricanes,5,Toronto Maple Leafs,4,Regulation,Brandon Bussi,Dennis Hildeby,6.5,-115,-105,-130,110,1.5,180,-220
2025-11-09,6:00 PM,7:00 PM,Utah Mammoth,2,Ottawa Senators,4,Regulation,Vitek Vanecek,Leevi Meriläinen,6,-105,-115,-115,-105,-1.5,-280,230
2025-11-09,6:00 PM,7:00 PM,Seattle Kraken,1,Dallas Stars,2,Regulation,Matt Murray,Casey DeSmith,6,-105,-115,165,-200,-1.5,-150,125
2025-11-09,7:00 PM,8:00 PM,Calgary Flames,0,Minnesota Wild,2,Regulation,Devin Cooley,Jesper Wallstedt,6.5,100,-120,125,-150,-1.5,-200,165
2025-11-09,9:00 PM,10:00 PM,Colorado Avalanche,5,Vancouver Canucks,4,OT,Mackenzie Blackwood,Kevin Lankinen,6.5,-115,-105,-210,175,1.5,120,-140
2025-11-09,9:00 PM,10:00 PM,Winnipeg Jets,1,Anaheim Ducks,4,Regulation,Eric Comrie,Lukas Dostal,6.5,-110,-110,-135,115,1.5,180,-220
2025-11-10,6:00 PM,7:00 PM,New York Islanders,3,New Jersey Devils,2,OT,Ilya Sorokin,Jacob Markstrom,6,-115,-105,125,-150,-1.5,-210,175
2025-11-10,6:00 PM,7:00 PM,Nashville Predators,3,New York Rangers,6,Regulation,Juuse Saros,Igor Shesterkin,5.5,-115,-105,160,-190,-1.5,-155,130
2025-11-10,7:30 PM,8:30 PM,Columbus Blue Jackets,4,Edmonton Oilers,5,OT,Jet Greaves,Stuart Skinner,6.5,-110,-110,150,-180,-1.5,-160,135
2025-11-10,9:00 PM,10:00 PM,Florida Panthers,3,Vegas Golden Knights,2,Regulation,Sergei Bobrovsky,Carl Lindbom,5.5,-115,-105,110,-130,-1.5,-225,185
2025-11-11,6:00 PM,7:00 PM,Toronto Maple Leafs,3,Boston Bruins,5,Regulation,Anthony Stolarz,Jeremy Swayman,6.5,100,-120,-140,120,1.5,180,-220
2025-11-11,6:00 PM,7:00 PM,Los Angeles Kings,5,Montreal Canadiens,1,Regulation,Darcy Kuemper,Samuel Montembeault,5.5,-120,100,-120,100,1.5,220,-270
2025-11-11,6:00 PM,7:00 PM,Dallas Stars,3,Ottawa Senators,2,OT,Jake Oettinger,Linus Ullmark,5.5,-110,-110,105,-125,-1.5,-260,210
2025-11-11,6:00 PM,7:00 PM,Washington Capitals,4,Carolina Hurricanes,1,Regulation,Logan Thompson,Frederik Andersen,6,-110,-110,130,-155,-1.5,-200,165
2025-11-11,7:00 PM,8:00 PM,Calgary Flames,2,St. Louis Blues,3,Regulation,Dustin Wolf,Jordan Binnington,5.5,-115,-105,120,-140,-1.5,-220,180
2025-11-11,7:00 PM,8:00 PM,San Jose Sharks,2,Minnesota Wild,1,OT,Yaroslav Askarov,Filip Gustavsson,6.5,-105,-115,170,-205,-1.5,-140,120
2025-11-11,8:30 PM,9:30 PM,Anaheim Ducks,1,Colorado Avalanche,4,Regulation,Lukas Dostal,Scott Wedgewood,6.5,-140,120,210,-260,-1.5,-120,100
2025-11-11,9:00 PM,10:00 PM,Winnipeg Jets,5,Vancouver Canucks,3,Regulation,Connor Hellebuyck,Thatcher Demko,6,-105,-115,-125,105,1.5,200,-245
2025-11-11,9:00 PM,10:00 PM,Columbus Blue Jackets,2,Seattle Kraken,1,SO,Jet Greaves,Matt Murray,6.5,100,-120,100,-120,-1.5,-250,205
2025-11-12,6:00 PM,7:00 PM,New York Rangers,7,Tampa Bay Lightning,3,Regulation,Igor Shesterkin,Andrei Vasilevskiy,5.5,-120,100,105,-125,-1.5,-240,195
2025-11-12,6:30 PM,7:30 PM,Edmonton Oilers,2,Philadelphia Flyers,1,OT,Stuart Skinner,Dan Vladar,5.5,-115,-105,-120,100,1.5,205,-250
2025-11-12,8:00 PM,9:00 PM,Buffalo Sabres,2,Utah Mammoth,5,Regulation,Colten Ellis,Karel Vejmelka,6.5,-105,-115,165,-200,-1.5,-160,135
2025-11-12,8:30 PM,9:30 PM,New Jersey Devils,4,Chicago Blackhawks,3,OT,Jacob Markstrom,Spencer Knight,6,-110,-110,-155,130,1.5,165,-200
2025-11-13,6:00 PM,7:00 PM,Los Angeles Kings,4,Toronto Maple Leafs,3,OT,Darcy Kuemper,Dennis Hildeby,6,-105,-115,-135,115,1.5,190,-230
2025-11-13,6:00 PM,7:00 PM,Dallas Stars,7,Montreal Canadiens,0,Regulation,Casey DeSmith,Jakub Dobes,5.5,-125,105,100,-120,-1.5,-270,220
2025-11-13,6:00 PM,7:00 PM,Boston Bruins,3,Ottawa Senators,5,Regulation,Joonas Korpisalo,Leevi Meriläinen,6,100,-120,135,-160,-1.5,-190,160
2025-11-13,6:00 PM,7:00 PM,Anaheim Ducks,3,Detroit Red Wings,6,Regulation,Lukas Dostal,John Gibson,6.5,-115,-105,115,-135,-1.5,-220,180
2025-11-13,6:00 PM,7:00 PM,Washington Capitals,3,Florida Panthers,6,Regulation,Logan Thompson,Daniil Tarasov,5.5,100,-120,105,-125,-1.5,-245,200
2025-11-13,6:30 PM,7:30 PM,Edmonton Oilers,4,Columbus Blue Jackets,5,Regulation,Calvin Pickard,Jet Greaves,6.5,-115,-105,110,-130,-1.5,-245,200
2025-11-13,8:00 PM,9:00 PM,Buffalo Sabres,3,Colorado Avalanche,6,Regulation,Alex Lyon,Mackenzie Blackwood,6.5,-125,105,310,-390,-1.5,125,-150
2025-11-13,8:00 PM,9:00 PM,San Jose Sharks,0,Calgary Flames,2,Regulation,Yaroslav Askarov,Dustin Wolf,6,-110,-110,135,-160,-1.5,-185,155
2025-11-13,9:00 PM,10:00 PM,New York Islanders,4,Vegas Golden Knights,3,OT,Ilya Sorokin,Akira Schmid,6.5,105,-125,155,-185,-1.5,-165,140
2025-11-13,9:00 PM,10:00 PM,Winnipeg Jets,3,Seattle Kraken,5,Regulation,Connor Hellebuyck,Philipp Grubauer,5.5,-120,100,-150,125,1.5,170,-205
2025-11-14,1:00 PM,2:00 PM,Pittsburgh Penguins,1,Nashville Predators,2,OT,Arturs Silovs,Juuse Saros,6.5,105,-125,-125,105,1.5,200,-245
2025-11-14,6:00 PM,7:00 PM,Vancouver Canucks,3,Carolina Hurricanes,4,OT,Kevin Lankinen,Pyotr Kochetkov,6.5,-115,-105,235,-290,-1.5,-105,-115
2025-11-14,7:00 PM,8:00 PM,Philadelphia Flyers,6,St. Louis Blues,5,SO,Samuel Ersson,Jordan Binnington,5.5,-105,-115,115,-135,-1.5,-230,190
2025-11-14,8:00 PM,9:00 PM,New York Islanders,3,Utah Mammoth,2,OT,David Rittich,Karel Vejmelka,6.5,-110,-110,185,-225,-1.5,-135,115
2025-11-15,4:00 PM,5:00 PM,Tampa Bay Lightning,3,Florida Panthers,1,Regulation,Andrei Vasilevskiy,Sergei Bobrovsky,6,100,-120,125,-150,-1.5,-220,180
2025-11-15,5:00 PM,6:00 PM,Anaheim Ducks,0,Minnesota Wild,2,Regulation,Petr Mrazek,Jesper Wallstedt,6.5,-135,115,100,-120,-1.5,-240,195
2025-11-15,6:00 PM,7:00 PM,Boston Bruins,3,Montreal Canadiens,2,Regulation,Jeremy Swayman,Samuel Montembeault,5.5,-115,-105,135,-160,-1.5,-190,160
2025-11-15,6:00 PM,7:00 PM,Los Angeles Kings,1,Ottawa Senators,0,Regulation,Anton Forsberg,Linus Ullmark,5.5,-110,-110,-105,-115,-1.5,-280,230
2025-11-15,6:00 PM,7:00 PM,Buffalo Sabres,5,Detroit Red Wings,4,OT,Colten Ellis,John Gibson,6.5,-105,-115,145,-170,-1.5,-170,145
2025-11-15,6:00 PM,7:00 PM,New Jersey Devils,3,Washington Capitals,2,SO,Jake Allen,Logan Thompson,5.5,-120,100,125,-150,-1.5,-210,175
2025-11-15,6:00 PM,7:00 PM,Edmonton Oilers,4,Carolina Hurricanes,3,OT,Stuart Skinner,Frederik Andersen,6.5,-105,-115,105,-125,-1.5,-240,195
2025-11-15,6:00 PM,7:00 PM,New York Rangers,2,Columbus Blue Jackets,1,SO,Igor Shesterkin,Jet Greaves,6,-115,-105,-120,100,1.5,210,-260
2025-11-15,6:00 PM,7:00 PM,Toronto Maple Leafs,2,Chicago Blackhawks,3,Regulation,Joseph Woll,Spencer Knight,6.5,-105,-115,-125,105,1.5,195,-240
2025-11-15,7:00 PM,8:00 PM,Vegas Golden Knights,4,St. Louis Blues,1,Regulation,Akira Schmid,Joel Hofer,5.5,-125,105,-165,140,1.5,155,-185
2025-11-15,7:00 PM,8:00 PM,Philadelphia Flyers,1,Dallas Stars,5,Regulation,Dan Vladar,Jake Oettinger,5.5,-105,-115,175,-210,-1.5,-150,125
2025-11-15,9:00 PM,10:00 PM,Winnipeg Jets,4,Calgary Flames,3,SO,Connor Hellebuyck,Dustin Wolf,5.5,-120,100,-135,115,1.5,195,-240
2025-11-15,9:00 PM,10:00 PM,San Jose Sharks,1,Seattle Kraken,4,Regulation,Alex Nedeljkovic,Matt Murray,5.5,-120,100,125,-150,-1.5,-205,170
2025-11-16,8:00 AM,9:00 AM,Nashville Predators,0,Pittsburgh Penguins,4,Regulation,Juuse Saros,Sergei Murashov,6,-115,-105,115,-135,-1.5,-240,195
2025-11-16,4:00 PM,5:00 PM,Vancouver Canucks,6,Tampa Bay Lightning,2,Regulation,Kevin Lankinen,Jonas Johansson,6.5,-120,100,125,-150,-1.5,-190,160
2025-11-16,5:00 PM,6:00 PM,Vegas Golden Knights,2,Minnesota Wild,3,OT,Carl Lindbom,Filip Gustavsson,6,-115,-105,-130,110,1.5,195,-240
