Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status,Visitor Goalie,Home Goalie,O/U,Over,Under,Away ML,Home ML,Home PL Spread,PL Away,PL Home
2025-11-16,6:00 PM,7:00 PM,Detroit Red Wings,2,New York Rangers,1,Regulation,Cam Talbot,Jonathan Quick,6,-110,-110,115,-135,-1.5,-220,180
2025-11-16,8:00 PM,9:00 PM,New York Islanders,1,Colorado Avalanche,4,Regulation,Ilya Sorokin,Scott Wedgewood,6.5,-115,-105,205,-250,-1.5,-120,100
2025-11-17,6:00 PM,7:00 PM,Carolina Hurricanes,3,Boston Bruins,1,Regulation,Pyotr Kochetkov,Jeremy Swayman,6,-120,100,-205,170,1.5,125,-150
2025-11-17,6:00 PM,7:00 PM,Edmonton Oilers,1,Buffalo Sabres,5,Regulation,Stuart Skinner,Colten Ellis,6.5,-105,-115,-160,135,1.5,160,-190
2025-11-17,6:00 PM,7:00 PM,Vancouver Canucks,5,Florida Panthers,8,Regulation,Jiri Patera,Sergei Bobrovsky,6,100,-120,225,-275,-1.5,-115,-105
2025-11-17,6:00 PM,7:00 PM,Los Angeles Kings,1,Washington Capitals,2,Regulation,Darcy Kuemper,Charlie Lindgren,5.5,-110,-110,100,-120,-1.5,-250,205
2025-11-17,6:30 PM,7:30 PM,Montreal Canadiens,3,Columbus Blue Jackets,4,SO,Jakub Dobes,Jet Greaves,6.5,-105,-115,115,-135,-1.5,-225,185
2025-11-17,9:00 PM,10:00 PM,Utah Mammoth,2,Anaheim Ducks,3,OT,Karel Vejmelka,Lukas Dostal,6.5,100,-120,-120,100,1.5,200,-245
2025-11-18,6:00 PM,7:00 PM,St. Louis Blues,2,Toronto Maple Leafs,3,OT,Jordan Binnington,Joseph Woll,6,-110,-110,-110,-110,-1.5,-270,220
2025-11-18,6:00 PM,7:00 PM,Seattle Kraken,2,Detroit Red Wings,4,Regulation,Joey Daccord,Cam Talbot,5.5,-115,-105,140,-165,-1.5,-190,160
2025-11-18,6:00 PM,7:00 PM,New Jersey Devils,1,Tampa Bay Lightning,5,Regulation,Jacob Markstrom,Andrei Vasilevskiy,6,-105,-115,145,-170,-1.5,-190,160
2025-11-18,7:00 PM,8:00 PM,New York Islanders,3,Dallas Stars,2,Regulation,David Rittich,Jake Oettinger,6,-125,105,150,-180,-1.5,-170,145
2025-11-18,7:00 PM,8:00 PM,Columbus Blue Jackets,2,Winnipeg Jets,5,Regulation,Elvis Merzlikins,Eric Comrie,6.5,-115,-105,150,-180,-1.5,-165,140
2025-11-18,7:30 PM,8:30 PM,Calgary Flames,2,Chicago Blackhawks,5,Regulation,Dustin Wolf,Arvid Soderblom,6,100,-120,-125,105,1.5,205,-250
2025-11-18,9:00 PM,10:00 PM,New York Rangers,2,Vegas Golden Knights,3,Regulation,Igor Shesterkin,Akira Schmid,6,105,-125,115,-135,-1.5,-220,180
2025-11-18,9:00 PM,10:00 PM,Utah Mammoth,2,San Jose Sharks,3,OT,Vitek Vanecek,Yaroslav Askarov,6,-115,-105,-135,115,1.5,180,-220
2025-11-19,6:00 PM,7:00 PM,Edmonton Oilers,4,Washington Capitals,7,Regulation,Stuart Skinner,Logan Thompson,6,-120,100,100,-120,-1.5,-245,200
2025-11-19,6:30 PM,7:30 PM,Calgary Flames,6,Buffalo Sabres,2,Regulation,Devin Cooley,Colten Ellis,6,-115,-105,130,-155,-1.5,-200,165
2025-11-19,8:30 PM,9:30 PM,Carolina Hurricanes,3,Minnesota Wild,4,SO,Frederik Andersen,Jesper Wallstedt,6,-120,100,-180,150,1.5,150,-180
2025-11-19,9:00 PM,10:00 PM,Boston Bruins,3,Anaheim Ducks,4,Regulation,Joonas Korpisalo,Lukas Dostal,6.5,-105,-115,150,-180,-1.5,-170,145
2025-11-20,6:00 PM,7:00 PM,Columbus Blue Jackets,3,Toronto Maple Leafs,2,OT,Jet Greaves,Joseph Woll,6.5,-105,-115,-115,-105,-1.5,-270,220
2025-11-20,6:00 PM,7:00 PM,Washington Capitals,8,Montreal Canadiens,4,Regulation,Charlie Lindgren,Samuel Montembeault,6,-105,-115,110,-130,-1.5,-225,185
2025-11-20,6:00 PM,7:00 PM,New York Islanders,5,Detroit Red Wings,0,Regulation,Ilya Sorokin,John Gibson,6,-115,-105,105,-125,-1.5,-225,185
2025-11-20,6:00 PM,7:00 PM,New Jersey Devils,0,Florida Panthers,1,Regulation,Jake Allen,Sergei Bobrovsky,5.5,-105,-115,125,-150,-1.5,-205,170
2025-11-20,6:00 PM,7:00 PM,St. Louis Blues,2,Philadelphia Flyers,3,OT,Joel Hofer,Dan Vladar,5.5,-110,-110,105,-125,-1.5,-250,205
2025-11-20,6:30 PM,7:30 PM,Edmonton Oilers,1,Tampa Bay Lightning,2,OT,Calvin Pickard,Andrei Vasilevskiy,6.5,-110,-110,145,-170,-1.5,-170,145
2025-11-20,7:00 PM,8:00 PM,Seattle Kraken,3,Chicago Blackhawks,2,Regulation,Joey Daccord,Spencer Knight,5.5,-120,100,-105,-115,-1.5,-270,220
2025-11-20,8:00 PM,9:00 PM,New York Rangers,3,Colorado Avalanche,6,Regulation,Igor Shesterkin,Scott Wedgewood,6,-115,-105,160,-190,-1.5,-165,140
2025-11-20,8:00 PM,9:00 PM,Vegas Golden Knights,4,Utah Mammoth,1,Regulation,Akira Schmid,Karel Vejmelka,6,-105,-115,-115,-105,1.5,210,-260
2025-11-20,9:00 PM,10:00 PM,Dallas Stars,4,Vancouver Canucks,2,Regulation,Jake Oettinger,Kevin Lankinen,6.5,-105,-115,-140,120,1.5,170,-205
2025-11-20,9:00 PM,10:00 PM,Ottawa Senators,3,Anaheim Ducks,2,Regulation,Linus Ullmark,Petr Mrazek,6.5,100,-120,-140,120,1.5,185,-225
2025-11-20,9:00 PM,10:00 PM,Los Angeles Kings,3,San Jose Sharks,4,SO,Anton Forsberg,Yaroslav Askarov,5.5,-120,100,-170,145,1.5,150,-180
2025-11-21,6:00 PM,7:00 PM,Chicago Blackhawks,3,Buffalo Sabres,9,Regulation,Arvid Soderblom,Ukko-Pekka Luukkonen,6,-125,105,150,-180,-1.5,-170,145
2025-11-21,6:00 PM,7:00 PM,Minnesota Wild,5,Pittsburgh Penguins,0,Regulation,Filip Gustavsson,Arturs Silovs,6,-105,-115,100,-120,-1.5,-240,195
2025-11-21,7:00 PM,8:00 PM,Carolina Hurricanes,4,Winnipeg Jets,3,Regulation,Brandon Bussi,Eric Comrie,6.5,-105,-115,-165,140,1.5,160,-190
2025-11-21,9:30 PM,10:30 PM,Boston Bruins,2,Los Angeles Kings,1,OT,Jeremy Swayman,Darcy Kuemper,5.5,-115,-105,155,-185,-1.5,-180,150
2025-11-22,12:00 PM,1:00 PM,Columbus Blue Jackets,3,Detroit Red Wings,4,OT,Jet Greaves,Cam Talbot,6.5,100,-120,105,-125,-1.5,-230,190
2025-11-22,2:30 PM,3:30 PM,St. Louis Blues,2,New York Islanders,1,Regulation,Jordan Binnington,Ilya Sorokin,6,-105,-115,115,-135,-1.5,-225,185
2025-11-22,6:00 PM,7:00 PM,Toronto Maple Leafs,2,Montreal Canadiens,5,Regulation,Joseph Woll,Jakub Dobes,6,-115,-105,120,-140,-1.5,-220,180
2025-11-22,6:00 PM,7:00 PM,Edmonton Oilers,6,Florida Panthers,3,Regulation,Stuart Skinner,Sergei Bobrovsky,5.5,-120,100,110,-130,-1.5,-240,195
2025-11-22,6:00 PM,7:00 PM,New Jersey Devils,3,Philadelphia Flyers,6,Regulation,Jake Allen,Dan Vladar,5.5,100,-120,-115,-105,1.5,210,-260
2025-11-22,6:00 PM,7:00 PM,Seattle Kraken,3,Pittsburgh Penguins,2,OT,Philipp Grubauer,Sergei Murashov,5.5,-125,105,105,-125,-1.5,-245,200
2025-11-22,6:00 PM,7:00 PM,Tampa Bay Lightning,5,Washington Capitals,3,Regulation,Jonas Johansson,Logan Thompson,6,-125,105,105,-125,-1.5,-245,200
2025-11-22,6:00 PM,7:00 PM,Ottawa Senators,3,San Jose Sharks,2,Regulation,Linus Ullmark,Alex Nedeljkovic,5.5,-115,-105,-170,145,1.5,155,-185
2025-11-22,7:00 PM,8:00 PM,Colorado Avalanche,3,Nashville Predators,0,Regulation,Mackenzie Blackwood,Juuse Saros,6.5,-105,-115,-225,185,1.5,115,-135
2025-11-22,8:00 PM,9:00 PM,New York Rangers,2,Utah Mammoth,3,Regulation,Jonathan Quick,Karel Vejmelka,6,-105,-115,115,-135,-1.5,-230,190
2025-11-22,9:00 PM,10:00 PM,Dallas Stars,2,Calgary Flames,3,SO,Casey DeSmith,Devin Cooley,6,100,-120,-140,120,1.5,180,-220
2025-11-22,9:00 PM,10:00 PM,Vegas Golden Knights,3,Anaheim Ducks,4,OT,Akira Schmid,Lukas Dostal,6,-120,100,-150,125,1.5,165,-200
2025-11-23,12:00 PM,1:00 PM,Carolina Hurricanes,1,Buffalo Sabres,4,Regulation,Frederik Andersen,Ukko-Pekka Luukkonen,6.5,-120,100,-190,160,1.5,130,-155
2025-11-23,3:00 PM,4:00 PM,Minnesota Wild,3,Winnipeg Jets,0,Regulation,Jesper Wallstedt,Eric Comrie,6,-105,-115,115,-135,-1.5,-225,185
2025-11-23,4:00 PM,5:00 PM,Seattle Kraken,0,New York Islanders,1,SO,Joey Daccord,David Rittich,6,-110,-110,135,-160,-1.5,-190,160
2025-11-23,6:00 PM,7:00 PM,Colorado Avalanche,1,Chicago Blackhawks,0,Regulation,Scott Wedgewood,Spencer Knight,6.5,-105,-115,-225,185,1.5,110,-130
2025-11-23,7:00 PM,8:00 PM,Boston Bruins,1,San Jose Sharks,3,Regulation,Jeremy Swayman,Yaroslav Askarov,6,-110,-110,-130,110,1.5,180,-220
2025-11-23,8:00 PM,9:00 PM,Calgary Flames,5,Vancouver Canucks,2,Regulation,Dustin Wolf,Kevin Lankinen,6,-110,-110,115,-135,-1.5,-220,180
2025-11-24,6:00 PM,7:00 PM,Philadelphia Flyers,0,Tampa Bay Lightning,3,Regulation,Samuel Ersson,Andrei Vasilevskiy,6,100,-120,150,-180,-1.5,-170,145
2025-11-24,6:00 PM,7:00 PM,Detroit Red Wings,3,New Jersey Devils,4,Regulation,Cam Talbot,Jacob Markstrom,6,-105,-115,120,-140,-1.5,-225,185
2025-11-24,6:00 PM,7:00 PM,St. Louis Blues,2,New York Rangers,3,Regulation,Joel Hofer,Igor Shesterkin,5.5,-105,-115,120,-140,-1.5,-225,185
2025-11-24,6:00 PM,7:00 PM,Columbus Blue Jackets,1,Washington Capitals,5,Regulation,Elvis Merzlikins,Logan Thompson,6.5,100,-120,145,-170,-1.5,-170,145
2025-11-24,7:00 PM,8:00 PM,Florida Panthers,8,Nashville Predators,3,Regulation,Daniil Tarasov,Juuse Saros,5.5,-125,105,-135,115,1.5,175,-210
2025-11-24,8:00 PM,9:00 PM,Vegas Golden Knights,1,Utah Mammoth,5,Regulation,Carl Lindbom,Karel Vejmelka,6,-110,-110,-120,100,1.5,210,-260
2025-11-24,8:00 PM,9:00 PM,Ottawa Senators,1,Los Angeles Kings,2,Regulation,Leevi Meriläinen,Darcy Kuemper,5.5,105,-125,125,-150,-1.5,-205,170
2025-11-25,8:00 PM,9:00 PM,Dallas Stars,8,Edmonton Oilers,3,Regulation,Jake Oettinger,Stuart Skinner,6,-110,-110,115,-135,-1.5,-220,180
2025-11-26,6:00 PM,7:00 PM,Nashville Predators,6,Detroit Red Wings,3,Regulation,Justus Annunen,Cam Talbot,6,-110,-110,135,-160,-1.5,-200,165
2025-11-26,6:00 PM,7:00 PM,Calgary Flames,1,Tampa Bay Lightning,5,Regulation,Dustin Wolf,Andrei Vasilevskiy,5.5,-125,105,145,-170,-1.5,-170,145
2025-11-26,6:00 PM,7:00 PM,Philadelphia Flyers,4,Florida Panthers,2,Regulation,Dan Vladar,Sergei Bobrovsky,5.5,105,-125,155,-185,-1.5,-170,145
2025-11-26,6:00 PM,7:00 PM,St. Louis Blues,2,New Jersey Devils,3,OT,Jordan Binnington,Jacob Markstrom,5.5,-115,-105,115,-135,-1.5,-230,190
2025-11-26,6:00 PM,7:00 PM,Boston Bruins,3,New York Islanders,1,Regulation,Jeremy Swayman,Ilya Sorokin,6,-105,-115,140,-165,-1.5,-190,160
2025-11-26,6:00 PM,7:00 PM,Buffalo Sabres,2,Pittsburgh Penguins,4,Regulation,Ukko-Pekka Luukkonen,Tristan Jarry,6.5,-105,-115,100,-120,-1.5,-260,210
2025-11-26,6:00 PM,7:00 PM,Winnipeg Jets,3,Washington Capitals,4,Regulation,Eric Comrie,Charlie Lindgren,6.5,100,-120,125,-150,-1.5,-205,170
2025-11-26,6:00 PM,7:00 PM,New York Rangers,4,Carolina Hurricanes,2,Regulation,Igor Shesterkin,Frederik Andersen,6,-105,-115,160,-190,-1.5,-160,135
2025-11-26,6:00 PM,7:00 PM,Toronto Maple Leafs,2,Columbus Blue Jackets,1,OT,Joseph Woll,Jet Greaves,6.5,-110,-110,-110,-110,-1.5,-260,210
2025-11-26,7:30 PM,8:30 PM,Minnesota Wild,4,Chicago Blackhawks,3,OT,Filip Gustavsson,Spencer Knight,5.5,-115,-105,-130,110,1.5,200,-245
2025-11-26,8:00 PM,9:00 PM,San Jose Sharks,0,Colorado Avalanche,6,Regulation,Yaroslav Askarov,Mackenzie Blackwood,6.5,-105,-115,310,-390,-1.5,130,-155
2025-11-26,8:30 PM,9:30 PM,Montreal Canadiens,4,Utah Mammoth,3,Regulation,Jakub Dobes,Karel Vejmelka,6,-105,-115,120,-140,-1.5,-210,175
2025-11-26,9:00 PM,10:00 PM,Ottawa Senators,4,Vegas Golden Knights,3,SO,Linus Ullmark,Akira Schmid,5.5,-115,-105,155,-185,-1.5,-170,145
2025-11-26,9:00 PM,10:00 PM,Vancouver Canucks,5,Anaheim Ducks,4,Regulation,Nikita Tolopilo,Petr Mrazek,6.5,-150,125,130,-155,-1.5,-190,160
2025-11-26,9:00 PM,10:00 PM,Dallas Stars,3,Seattle Kraken,2,Regulation,Casey DeSmith,Joey Daccord,5.5,-120,100,-130,110,1.5,195,-240
2025-11-28,11:00 AM,12:00 PM,Tampa Bay Lightning,6,Detroit Red Wings,3,Regulation,Andrei Vasilevskiy,John Gibson,6.5,100,-120,-130,110,1.5,195,-240
2025-11-28,12:00 PM,1:00 PM,New York Rangers,6,Boston Bruins,2,Regulation,Igor Shesterkin,Joonas Korpisalo,5.5,-110,-110,-170,145,1.5,165,-200
2025-11-28,2:30 PM,3:30 PM,Colorado Avalanche,2,Minnesota Wild,3,SO,Scott Wedgewood,Jesper Wallstedt,6,-115,-105,-190,160,1.5,135,-160
2025-11-28,3:00 PM,4:00 PM,New Jersey Devils,5,Buffalo Sabres,0,Regulation,Jake Allen,Alex Lyon,6,-115,-105,-110,-110,1.5,225,-275
2025-11-28,3:00 PM,4:00 PM,Calgary Flames,5,Florida Panthers,3,Regulation,Devin Cooley,Daniil Tarasov,5.5,-120,100,155,-185,-1.5,-170,145
2025-11-28,3:00 PM,4:00 PM,Philadelphia Flyers,4,New York Islanders,3,SO,Samuel Ersson,David Rittich,6,-115,-105,125,-150,-1.5,-220,180
2025-11-28,3:00 PM,4:00 PM,Ottawa Senators,3,St. Louis Blues,4,Regulation,Leevi Meriläinen,Jordan Binnington,5.5,-110,-110,-115,-105,1.5,225,-275
2025-11-28,3:00 PM,4:00 PM,Montreal Canadiens,4,Vegas Golden Knights,1,Regulation,Samuel Montembeault,Akira Schmid,6,-120,100,170,-205,-1.5,-155,130
2025-11-28,3:00 PM,4:00 PM,Los Angeles Kings,4,Anaheim Ducks,5,SO,Darcy Kuemper,Ville Husso,6,-115,-105,-135,115,1.5,195,-240
2025-11-28,3:00 PM,4:00 PM,Vancouver Canucks,2,San Jose Sharks,3,Regulation,Nikita Tolopilo,Yaroslav Askarov,6.5,-120,100,-115,-105,1.5,205,-250
2025-11-28,4:00 PM,5:00 PM,Toronto Maple Leafs,2,Washington Capitals,4,Regulation,Joseph Woll,Logan Thompson,6,-110,-110,140,-165,-1.5,-185,155
2025-11-28,4:00 PM,5:00 PM,Winnipeg Jets,1,Carolina Hurricanes,5,Regulation,Thomas Milic,Brandon Bussi,6.5,-105,-115,170,-205,-1.5,-140,120
2025-11-28,6:00 PM,7:00 PM,Pittsburgh Penguins,4,Columbus Blue Jackets,3,OT,Tristan Jarry,Jet Greaves,6,-120,100,115,-135,-1.5,-220,180
2025-11-28,7:00 PM,8:00 PM,Nashville Predators,4,Chicago Blackhawks,3,Regulation,Juuse Saros,Arvid Soderblom,6,-105,-115,-120,100,1.5,210,-260
2025-11-28,7:00 PM,8:00 PM,Utah Mammoth,3,Dallas Stars,4,Regulation,Vitek Vanecek,Jake Oettinger,6,-105,-115,110,-130,-1.5,-225,185
2025-11-29,1:00 PM,2:00 PM,Tampa Bay Lightning,4,New York Rangers,1,Regulation,Jonas Johansson,Igor Shesterkin,6.5,105,-125,110,-130,-1.5,-240,195
2025-11-29,2:00 PM,3:00 PM,Montreal Canadiens,2,Colorado Avalanche,7,Regulation,Jakub Dobes,Mackenzie Blackwood,6.5,-105,-115,210,-260,-1.5,-115,-105
2025-11-29,3:00 PM,4:00 PM,Edmonton Oilers,4,Seattle Kraken,0,Regulation,Stuart Skinner,Joey Daccord,6,-105,-115,-155,130,1.5,165,-200
2025-11-29,6:00 PM,7:00 PM,Detroit Red Wings,2,Boston Bruins,3,SO,Cam Talbot,Jeremy Swayman,5.5,-120,100,-155,130,1.5,170,-205
2025-11-29,6:00 PM,7:00 PM,Philadelphia Flyers,5,New Jersey Devils,3,Regulation,Dan Vladar,Jacob Markstrom,5.5,-105,-115,120,-140,-1.5,-220,180
2025-11-29,6:00 PM,7:00 PM,Toronto Maple Leafs,7,Pittsburgh Penguins,2,Regulation,Dennis Hildeby,Arturs Silovs,6.5,-105,-115,-110,-110,1.5,225,-275
2025-11-29,6:00 PM,7:00 PM,Winnipeg Jets,5,Nashville Predators,2,Regulation,Eric Comrie,Justus Annunen,6,-105,-115,-130,110,1.5,195,-240
2025-11-29,7:00 PM,8:00 PM,Utah Mammoth,0,St. Louis Blues,1,Regulation,Karel Vejmelka,Joel Hofer,5.5,-115,-105,-130,110,1.5,210,-260
2025-11-29,7:00 PM,8:00 PM,Buffalo Sabres,3,Minnesota Wild,2,SO,Colten Ellis,Filip Gustavsson,6,-120,100,120,-140,-1.5,-220,180
2025-11-29,9:00 PM,10:00 PM,San Jose Sharks,3,Vegas Golden Knights,4,Regulation,Alex Nedeljkovic,Carl Lindbom,6.5,100,-120,270,-340,-1.5,105,-125
2025-11-29,9:00 PM,10:00 PM,Vancouver Canucks,1,Los Angeles Kings,2,OT,Kevin Lankinen,Anton Forsberg,6.5,100,-120,145,-170,-1.5,-170,145
2025-11-30,12:00 PM,1:00 PM,Washington Capitals,4,New York Islanders,1,Regulation,Logan Thompson,Ilya Sorokin,6,-110,-110,-130,110,1.5,195,-240
2025-11-30,2:30 PM,3:30 PM,Anaheim Ducks,3,Chicago Blackhawks,5,Regulation,Petr Mrazek,Spencer Knight,6.5,-120,100,-120,100,1.5,210,-260
2025-11-30,4:00 PM,5:00 PM,Calgary Flames,0,Carolina Hurricanes,1,OT,Devin Cooley,Brandon Bussi,6,-110,-110,210,-260,-1.5,-120,100
2025-11-30,5:00 PM,6:00 PM,Ottawa Senators,1,Dallas Stars,6,Regulation,Linus Ullmark,Casey DeSmith,5.5,-120,100,115,-135,-1.5,-220,180
2025-12-01,6:00 PM,7:00 PM,Columbus Blue Jackets,5,New Jersey Devils,3,Regulation,Elvis Merzlikins,Jake Allen,6,-125,105,125,-150,-1.5,-205,170
2025-12-01,6:00 PM,7:00 PM,Pittsburgh Penguins,5,Philadelphia Flyers,1,Regulation,Tristan Jarry,Dan Vladar,6,-105,-115,115,-135,-1.5,-220,180
2025-12-01,6:30 PM,7:30 PM,Winnipeg Jets,1,Buffalo Sabres,5,Regulation,Eric Comrie,Ukko-Pekka Luukkonen,6.5,-105,-115,-105,-115,-1.5,-260,210
2025-12-01,7:00 PM,8:00 PM,Anaheim Ducks,4,St. Louis Blues,1,Regulation,Ville Husso,Jordan Binnington,6.5,-105,-115,130,-155,-1.5,-200,165
2025-12-01,9:00 PM,10:00 PM,Utah Mammoth,3,San Jose Sharks,6,Regulation,Karel Vejmelka,Yaroslav Askarov,6,100,-120,-180,150,1.5,145,-170
2025-12-02,6:00 PM,7:00 PM,Ottawa Senators,5,Montreal Canadiens,2,Regulation,Linus Ullmark,Samuel Montembeault,6,-105,-115,-130,110,-1.5,-350,240
2025-12-02,6:00 PM,7:00 PM,Boston Bruins,4,Detroit Red Wings,5,Regulation,Jeremy Swayman,John Gibson,5.5,-120,100,160,-190,-1.5,-165,140
2025-12-02,6:00 PM,7:00 PM,Tampa Bay Lightning,1,New York Islanders,2,Regulation,Andrei Vasilevskiy,Ilya Sorokin,6,-105,-115,-120,100,1.5,200,-245
2025-12-02,6:00 PM,7:00 PM,Dallas Stars,2,New York Rangers,3,OT,Casey DeSmith,Igor Shesterkin,5.5,-110,-110,-125,105,1.5,220,-270
2025-12-02,6:30 PM,7:30 PM,Toronto Maple Leafs,4,Florida Panthers,1,Regulation,Joseph Woll,Sergei Bobrovsky,6.5,-105,-115,145,-170,-1.5,-170,145
2025-12-02,7:00 PM,8:00 PM,Calgary Flames,1,Nashville Predators,5,Regulation,Devin Cooley,Juuse Saros,5.5,-120,100,100,-120,-1.5,-260,210
2025-12-02,8:00 PM,9:00 PM,Vancouver Canucks,1,Colorado Avalanche,3,Regulation,Kevin Lankinen,Scott Wedgewood,6.5,-110,-110,275,-350,-1.5,120,-140
2025-12-02,8:00 PM,9:00 PM,Minnesota Wild,1,Edmonton Oilers,0,Regulation,Jesper Wallstedt,Stuart Skinner,6,-115,-105,125,-150,-1.5,-205,170
2025-12-02,9:00 PM,10:00 PM,Chicago Blackhawks,3,Vegas Golden Knights,4,SO,Spencer Knight,Carter Hart,6,-105,-115,225,-275,-1.5,-110,-110
2025-12-02,9:30 PM,10:30 PM,Washington Capitals,3,Los Angeles Kings,1,Regulation,Logan Thompson,Darcy Kuemper,5.5,100,-120,100,-120,-1.5,-270,220
2025-12-03,6:00 PM,7:00 PM,Dallas Stars,3,New Jersey Devils,0,Regulation,Jake Oettinger,Jacob Markstrom,6,-105,-115,-105,-115,-1.5,-260,210
2025-12-03,6:30 PM,7:30 PM,Winnipeg Jets,2,Montreal Canadiens,3,SO,Eric Comrie,Jakub Dobes,6.5,100,-120,-130,110,1.5,200,-245
2025-12-03,6:30 PM,7:30 PM,Buffalo Sabres,2,Philadelphia Flyers,5,Regulation,Colten Ellis,Samuel Ersson,6.5,100,-120,-130,110,-1.5,-330,225
2025-12-03,9:00 PM,10:00 PM,Utah Mammoth,7,Anaheim Ducks,0,Regulation,Karel Vejmelka,Ville Husso,6.5,-110,-110,-110,-110,1.5,220,-270
2025-12-03,9:00 PM,10:00 PM,Washington Capitals,7,San Jose Sharks,1,Regulation,Charlie Lindgren,Yaroslav Askarov,6,-115,-105,-150,125,1.5,170,-205
2025-12-04,6:00 PM,7:00 PM,St. Louis Blues,2,Boston Bruins,5,Regulation,Jordan Binnington,Joonas Korpisalo,5.5,-105,-115,-140,120,1.5,185,-225
2025-12-04,6:00 PM,7:00 PM,New York Rangers,4,Ottawa Senators,2,Regulation,Igor Shesterkin,Leevi Meriläinen,5.5,-115,-105,110,-130,-1.5,-230,190
2025-12-04,6:00 PM,7:00 PM,Pittsburgh Penguins,4,Tampa Bay Lightning,3,Regulation,Tristan Jarry,Jonas Johansson,6.5,-110,-110,135,-160,-1.5,-185,155
2025-12-04,6:00 PM,7:00 PM,Nashville Predators,2,Florida Panthers,1,OT,Juuse Saros,Sergei Bobrovsky,6,-110,-110,155,-185,-1.5,-165,140
2025-12-04,6:00 PM,7:00 PM,Colorado Avalanche,3,New York Islanders,6,Regulation,Mackenzie Blackwood,Ilya Sorokin,6,-115,-105,-185,155,1.5,140,-165
2025-12-04,6:00 PM,7:00 PM,Toronto Maple Leafs,5,Carolina Hurricanes,1,Regulation,Joseph Woll,Frederik Andersen,6,-125,105,165,-200,-1.5,-150,125
2025-12-04,6:30 PM,7:30 PM,Detroit Red Wings,5,Columbus Blue Jackets,6,SO,Cam Talbot,Elvis Merzlikins,6.5,-120,100,100,-120,-1.5,-250,205
2025-12-04,8:00 PM,9:00 PM,Minnesota Wild,1,Calgary Flames,4,Regulation,Filip Gustavsson,Dustin Wolf,5.5,-110,-110,-120,100,1.5,210,-260
2025-12-04,8:00 PM,9:00 PM,Seattle Kraken,4,Edmonton Oilers,9,Regulation,Joey Daccord,Calvin Pickard,6,100,-120,170,-205,-1.5,-150,125
2025-12-04,9:00 PM,10:00 PM,Chicago Blackhawks,2,Los Angeles Kings,1,Regulation,Spencer Knight,Darcy Kuemper,5.5,-110,-110,175,-210,-1.5,-155,130
2025-12-05,6:00 PM,7:00 PM,Vegas Golden Knights,3,New Jersey Devils,0,Regulation,Akira Schmid,Jacob Markstrom,5.5,-110,-110,-140,120,1.5,190,-230
2025-12-05,6:00 PM,7:00 PM,Buffalo Sabres,1,Winnipeg Jets,4,Regulation,Ukko-Pekka Luukkonen,Eric Comrie,6.5,-105,-115,100,-120,-1.5,-240,195
2025-12-05,7:00 PM,8:00 PM,San Jose Sharks,1,Dallas Stars,4,Regulation,Yaroslav Askarov,Jake Oettinger,6,-115,-105,225,-275,-1.5,-115,-105
2025-12-05,8:00 PM,9:00 PM,Utah Mammoth,4,Vancouver Canucks,1,Regulation,Karel Vejmelka,Kevin Lankinen,6.5,100,-120,-135,115,1.5,190,-230
2025-12-05,9:00 PM,10:00 PM,Washington Capitals,3,Anaheim Ducks,4,SO,Logan Thompson,Ville Husso,6.5,-105,-115,-135,115,1.5,185,-225
2025-12-06,11:30 AM,12:30 PM,Colorado Avalanche,3,New York Rangers,2,OT,Mackenzie Blackwood,Igor Shesterkin,6,-110,-110,-170,145,1.5,145,-170
2025-12-06,2:30 PM,3:30 PM,Columbus Blue Jackets,6,Florida Panthers,7,OT,Elvis Merzlikins,Sergei Bobrovsky,6.5,105,-125,145,-170,-1.5,-165,140
2025-12-06,6:00 PM,7:00 PM,New Jersey Devils,1,Boston Bruins,4,Regulation,Jake Allen,Jeremy Swayman,5.5,-105,-115,-120,100,1.5,210,-260
2025-12-06,6:00 PM,7:00 PM,Montreal Canadiens,2,Toronto Maple Leafs,1,SO,Jakub Dobes,Dennis Hildeby,6.5,-115,-105,120,-140,-1.5,-220,180
2025-12-06,6:00 PM,7:00 PM,St. Louis Blues,2,Ottawa Senators,1,Regulation,Joel Hofer,Linus Ullmark,5.5,-110,-110,125,-150,-1.5,-210,175
2025-12-06,6:00 PM,7:00 PM,New York Islanders,2,Tampa Bay Lightning,0,Regulation,Ilya Sorokin,Jonas Johansson,6,-115,-105,125,-150,-1.5,-190,160
2025-12-06,6:00 PM,7:00 PM,Nashville Predators,3,Carolina Hurricanes,6,Regulation,Juuse Saros,Brandon Bussi,6,-110,-110,185,-225,-1.5,-130,110
2025-12-06,6:00 PM,7:00 PM,Utah Mammoth,0,Calgary Flames,2,Regulation,Vitek Vanecek,Dustin Wolf,6,100,-120,105,-125,-1.5,-240,195
2025-12-06,8:00 PM,9:00 PM,Chicago Blackhawks,0,Los Angeles Kings,6,Regulation,Spencer Knight,Darcy Kuemper,5.5,-115,-105,165,-200,-1.5,-150,125
2025-12-06,9:00 PM,10:00 PM,Winnipeg Jets,2,Edmonton Oilers,6,Regulation,Eric Comrie,Stuart Skinner,6.5,-110,-110,155,-185,-1.5,-160,135
2025-12-06,9:00 PM,10:00 PM,Minnesota Wild,2,Vancouver Canucks,4,Regulation,Jesper Wallstedt,Nikita Tolopilo,6,-105,-115,-150,125,1.5,175,-210
